Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","368","Iraq","2005","2005","23014","Food price inflation","7002","February","%","11.16785","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2006","2006","23014","Food price inflation","7002","February","%","23.794605","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2007","2007","23014","Food price inflation","7002","February","%","26.565071","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2008","2008","23014","Food price inflation","7002","February","%","13.347733","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2009","2009","23014","Food price inflation","7002","February","%","10.747531","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2010","2010","23014","Food price inflation","7002","February","%","9.704761","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2011","2011","23014","Food price inflation","7002","February","%","7.926632","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2012","2012","23014","Food price inflation","7002","February","%","3.680982","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2013","2013","23014","Food price inflation","7002","February","%","5.421398","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2014","2014","23014","Food price inflation","7002","February","%","-0.06068","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2015","2015","23014","Food price inflation","7002","February","%","0.298219","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2016","2016","23014","Food price inflation","7002","February","%","3.580392","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2017","2017","23014","Food price inflation","7002","February","%","-3.27381","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2018","2018","23014","Food price inflation","7002","February","%","-0.923077","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2019","2019","23014","Food price inflation","7002","February","%","0.724638","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2020","2020","23014","Food price inflation","7002","February","%","-0.102775","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2021","2021","23014","Food price inflation","7002","February","%","1.234568","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2001","2001","23014","Food price inflation","7003","March","%","-0.327758","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2002","2002","23014","Food price inflation","7003","March","%","8.429647","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2003","2003","23014","Food price inflation","7003","March","%","11.060483","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2004","2004","23014","Food price inflation","7003","March","%","14.318031","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2005","2005","23014","Food price inflation","7003","March","%","12.353781","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2006","2006","23014","Food price inflation","7003","March","%","24.496761","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2007","2007","23014","Food price inflation","7003","March","%","25.034112","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2008","2008","23014","Food price inflation","7003","March","%","13.083095","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2009","2009","23014","Food price inflation","7003","March","%","10.652153","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2010","2010","23014","Food price inflation","7003","March","%","9.626905","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2011","2011","23014","Food price inflation","7003","March","%","7.41218","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2012","2012","23014","Food price inflation","7003","March","%","3.969238","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2013","2013","23014","Food price inflation","7003","March","%","4.891434","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2014","2014","23014","Food price inflation","7003","March","%","-0.272975","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2015","2015","23014","Food price inflation","7003","March","%","-0.266586","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2016","2016","23014","Food price inflation","7003","March","%","3.32178","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2017","2017","23014","Food price inflation","7003","March","%","-0.601202","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2018","2018","23014","Food price inflation","7003","March","%","-2.520161","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2019","2019","23014","Food price inflation","7003","March","%","3.102378","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2020","2020","23014","Food price inflation","7003","March","%","0.300903","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2021","2021","23014","Food price inflation","7003","March","%","0.6","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2001","2001","23014","Food price inflation","7004","April","%","0.599227","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2002","2002","23014","Food price inflation","7004","April","%","8.5068","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2003","2003","23014","Food price inflation","7004","April","%","11.698328","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2004","2004","23014","Food price inflation","7004","April","%","13.634202","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2005","2005","23014","Food price inflation","7004","April","%","13.522919","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2006","2006","23014","Food price inflation","7004","April","%","25.174615","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2007","2007","23014","Food price inflation","7004","April","%","23.572438","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2008","2008","23014","Food price inflation","7004","April","%","12.824316","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2009","2009","23014","Food price inflation","7004","April","%","10.558454","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2010","2010","23014","Food price inflation","7004","April","%","9.550289","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2011","2011","23014","Food price inflation","7004","April","%","6.905203","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2012","2012","23014","Food price inflation","7004","April","%","4.256021","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2013","2013","23014","Food price inflation","7004","April","%","4.367089","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2014","2014","23014","Food price inflation","7004","April","%","-0.485143","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2015","2015","23014","Food price inflation","7004","April","%","1.822791","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2016","2016","23014","Food price inflation","7004","April","%","2.402555","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2017","2017","23014","Food price inflation","7004","April","%","0.595238","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2018","2018","23014","Food price inflation","7004","April","%","-4.142012","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2019","2019","23014","Food price inflation","7004","April","%","1.131687","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2020","2020","23014","Food price inflation","7004","April","%","1.932859","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2021","2021","23014","Food price inflation","7004","April","%","0.798403","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2001","2001","23014","Food price inflation","7005","May","%","1.531033","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2002","2002","23014","Food price inflation","7005","May","%","8.582934","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2003","2003","23014","Food price inflation","7005","May","%","12.326864","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2004","2004","23014","Food price inflation","7005","May","%","12.96795","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2005","2005","23014","Food price inflation","7005","May","%","14.675618","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2006","2006","23014","Food price inflation","7005","May","%","25.829406","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2007","2007","23014","Food price inflation","7005","May","%","22.175448","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2008","2008","23014","Food price inflation","7005","May","%","12.571201","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2009","2009","23014","Food price inflation","7005","May","%","10.466388","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2010","2010","23014","Food price inflation","7005","May","%","9.474882","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2011","2011","23014","Food price inflation","7005","May","%","6.405538","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2012","2012","23014","Food price inflation","7005","May","%","4.541341","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2013","2013","23014","Food price inflation","7005","May","%","3.848273","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2014","2014","23014","Food price inflation","7005","May","%","-0.697181","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2015","2015","23014","Food price inflation","7005","May","%","0.781074","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2016","2016","23014","Food price inflation","7005","May","%","1.593963","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2017","2017","23014","Food price inflation","7005","May","%","-1.315789","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2018","2018","23014","Food price inflation","7005","May","%","-1.025641","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2019","2019","23014","Food price inflation","7005","May","%","0.414508","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2020","2020","23014","Food price inflation","7005","May","%","-0.206398","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2021","2021","23014","Food price inflation","7005","May","%","4.136505","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2001","2001","23014","Food price inflation","7006","June","%","2.467697","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2002","2002","23014","Food price inflation","7006","June","%","8.65807","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2003","2003","23014","Food price inflation","7006","June","%","12.946292","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2004","2004","23014","Food price inflation","7006","June","%","12.318607","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2005","2005","23014","Food price inflation","7006","June","%","15.812221","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2006","2006","23014","Food price inflation","7006","June","%","26.462291","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2007","2007","23014","Food price inflation","7006","June","%","20.838943","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2008","2008","23014","Food price inflation","7006","June","%","12.323567","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2009","2009","23014","Food price inflation","7006","June","%","10.375915","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2010","2010","23014","Food price inflation","7006","June","%","9.400657","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2011","2011","23014","Food price inflation","7006","June","%","5.91303","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2012","2012","23014","Food price inflation","7006","June","%","4.825209","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2013","2013","23014","Food price inflation","7006","June","%","3.334899","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2014","2014","23014","Food price inflation","7006","June","%","-0.909091","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2015","2015","23014","Food price inflation","7006","June","%","2.264812","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2016","2016","23014","Food price inflation","7006","June","%","-1.219164","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2017","2017","23014","Food price inflation","7006","June","%","-2.774923","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2018","2018","23014","Food price inflation","7006","June","%","1.902748","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2019","2019","23014","Food price inflation","7006","June","%","0.207469","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2020","2020","23014","Food price inflation","7006","June","%","-2.070393","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2021","2021","23014","Food price inflation","7006","June","%","6.236786","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2001","2001","23014","Food price inflation","7007","July","%","3.409257","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2002","2002","23014","Food price inflation","7007","July","%","8.732227","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2003","2003","23014","Food price inflation","7007","July","%","13.55681","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2004","2004","23014","Food price inflation","7007","July","%","11.685538","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2005","2005","23014","Food price inflation","7007","July","%","16.933063","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2006","2006","23014","Food price inflation","7007","July","%","27.074351","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2007","2007","23014","Food price inflation","7007","July","%","19.559077","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2008","2008","23014","Food price inflation","7007","July","%","12.081239","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2009","2009","23014","Food price inflation","7007","July","%","10.286993","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2010","2010","23014","Food price inflation","7007","July","%","9.327586","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2011","2011","23014","Food price inflation","7007","July","%","5.427525","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2012","2012","23014","Food price inflation","7007","July","%","5.107637","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2013","2013","23014","Food price inflation","7007","July","%","2.826883","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2014","2014","23014","Food price inflation","7007","July","%","-1.120872","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2015","2015","23014","Food price inflation","7007","July","%","4.849756","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2016","2016","23014","Food price inflation","7007","July","%","-4.072587","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2017","2017","23014","Food price inflation","7007","July","%","-2.37849","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2018","2018","23014","Food price inflation","7007","July","%","2.648305","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2019","2019","23014","Food price inflation","7007","July","%","-0.722394","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2020","2020","23014","Food price inflation","7007","July","%","-2.494802","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2021","2021","23014","Food price inflation","7007","July","%","7.356077","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2001","2001","23014","Food price inflation","7008","August","%","4.355752","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2002","2002","23014","Food price inflation","7008","August","%","8.805424","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2003","2003","23014","Food price inflation","7008","August","%","14.158607","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2004","2004","23014","Food price inflation","7008","August","%","11.068137","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2005","2005","23014","Food price inflation","7008","August","%","18.038471","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2006","2006","23014","Food price inflation","7008","August","%","27.666599","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2007","2007","23014","Food price inflation","7008","August","%","18.332325","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2008","2008","23014","Food price inflation","7008","August","%","11.844046","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2009","2009","23014","Food price inflation","7008","August","%","10.199583","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2010","2010","23014","Food price inflation","7008","August","%","9.255642","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2011","2011","23014","Food price inflation","7008","August","%","4.948875","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2012","2012","23014","Food price inflation","7008","August","%","5.388635","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2013","2013","23014","Food price inflation","7008","August","%","2.32414","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2014","2014","23014","Food price inflation","7008","August","%","1.393095","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2015","2015","23014","Food price inflation","7008","August","%","4.222104","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2016","2016","23014","Food price inflation","7008","August","%","-4.35945","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2017","2017","23014","Food price inflation","7008","August","%","-2.746694","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2018","2018","23014","Food price inflation","7008","August","%","1.150628","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2019","2019","23014","Food price inflation","7008","August","%","0.103413","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2020","2020","23014","Food price inflation","7008","August","%","-1.446281","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2021","2021","23014","Food price inflation","7008","August","%","5.068957","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2001","2001","23014","Food price inflation","7009","September","%","5.307222","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2002","2002","23014","Food price inflation","7009","September","%","8.877679","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2003","2003","23014","Food price inflation","7009","September","%","14.75187","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2004","2004","23014","Food price inflation","7009","September","%","10.46583","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2005","2005","23014","Food price inflation","7009","September","%","19.12876","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2006","2006","23014","Food price inflation","7009","September","%","28.239979","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2007","2007","23014","Food price inflation","7009","September","%","17.155447","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2008","2008","23014","Food price inflation","7009","September","%","11.611829","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2009","2009","23014","Food price inflation","7009","September","%","10.113646","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2010","2010","23014","Food price inflation","7009","September","%","9.184799","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2011","2011","23014","Food price inflation","7009","September","%","4.476935","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2012","2012","23014","Food price inflation","7009","September","%","5.668214","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2013","2013","23014","Food price inflation","7009","September","%","1.82659","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2014","2014","23014","Food price inflation","7009","September","%","1.089918","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2015","2015","23014","Food price inflation","7009","September","%","2.49464","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2016","2016","23014","Food price inflation","7009","September","%","-1.394158","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2017","2017","23014","Food price inflation","7009","September","%","-3.118712","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2018","2018","23014","Food price inflation","7009","September","%","1.45379","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2019","2019","23014","Food price inflation","7009","September","%","-1.432958","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2020","2020","23014","Food price inflation","7009","September","%","0.311526","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2021","2021","23014","Food price inflation","7009","September","%","3.964685","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2001","2001","23014","Food price inflation","7010","October","%","6.263704","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2002","2002","23014","Food price inflation","7010","October","%","8.949011","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2003","2003","23014","Food price inflation","7010","October","%","15.336779","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2004","2004","23014","Food price inflation","7010","October","%","9.878071","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2005","2005","23014","Food price inflation","7010","October","%","20.204239","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2006","2006","23014","Food price inflation","7010","October","%","28.795381","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2007","2007","23014","Food price inflation","7010","October","%","16.025462","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2008","2008","23014","Food price inflation","7010","October","%","11.384431","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2009","2009","23014","Food price inflation","7010","October","%","10.029145","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2010","2010","23014","Food price inflation","7010","October","%","9.115033","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2011","2011","23014","Food price inflation","7010","October","%","4.011567","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2012","2012","23014","Food price inflation","7010","October","%","5.946385","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2013","2013","23014","Food price inflation","7010","October","%","1.334151","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2014","2014","23014","Food price inflation","7010","October","%","1.513317","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2015","2015","23014","Food price inflation","7010","October","%","0.90326","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2016","2016","23014","Food price inflation","7010","October","%","0.214615","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2017","2017","23014","Food price inflation","7010","October","%","-3.703704","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2018","2018","23014","Food price inflation","7010","October","%","5.093555","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2019","2019","23014","Food price inflation","7010","October","%","-2.373887","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2020","2020","23014","Food price inflation","7010","October","%","0.202634","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2001","2001","23014","Food price inflation","7011","November","%","7.225239","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2002","2002","23014","Food price inflation","7011","November","%","9.019437","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2003","2003","23014","Food price inflation","7011","November","%","15.913509","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2004","2004","23014","Food price inflation","7011","November","%","9.304339","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2005","2005","23014","Food price inflation","7011","November","%","21.265208","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2006","2006","23014","Food price inflation","7011","November","%","29.333636","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2007","2007","23014","Food price inflation","7011","November","%","14.939624","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2008","2008","23014","Food price inflation","7011","November","%","11.161704","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2009","2009","23014","Food price inflation","7011","November","%","9.946046","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2010","2010","23014","Food price inflation","7011","November","%","9.046318","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2011","2011","23014","Food price inflation","7011","November","%","3.552632","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2012","2012","23014","Food price inflation","7011","November","%","6.223159","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2013","2013","23014","Food price inflation","7011","November","%","0.846747","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2014","2014","23014","Food price inflation","7011","November","%","6.111952","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2015","2015","23014","Food price inflation","7011","November","%","-0.056933","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2016","2016","23014","Food price inflation","7011","November","%","-4.011535","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2017","2017","23014","Food price inflation","7011","November","%","-1.715439","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2018","2018","23014","Food price inflation","7011","November","%","1.950719","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2019","2019","23014","Food price inflation","7011","November","%","-1.611279","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2020","2020","23014","Food price inflation","7011","November","%","-1.22825","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2001","2001","23014","Food price inflation","7012","December","%","8.191867","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2002","2002","23014","Food price inflation","7012","December","%","9.088974","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2003","2003","23014","Food price inflation","7012","December","%","16.48223","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2004","2004","23014","Food price inflation","7012","December","%","8.744137","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2005","2005","23014","Food price inflation","7012","December","%","22.311958","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2006","2006","23014","Food price inflation","7012","December","%","29.855526","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2007","2007","23014","Food price inflation","7012","December","%","13.895393","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2008","2008","23014","Food price inflation","7012","December","%","10.943506","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2009","2009","23014","Food price inflation","7012","December","%","9.864312","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2010","2010","23014","Food price inflation","7012","December","%","8.978632","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2011","2011","23014","Food price inflation","7012","December","%","3.1","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2012","2012","23014","Food price inflation","7012","December","%","6.498545","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2013","2013","23014","Food price inflation","7012","December","%","0.364299","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2014","2014","23014","Food price inflation","7012","December","%","2.813067","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2015","2015","23014","Food price inflation","7012","December","%","3.776308","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2016","2016","23014","Food price inflation","7012","December","%","-6.544755","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2017","2017","23014","Food price inflation","7012","December","%","0.411946","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2018","2018","23014","Food price inflation","7012","December","%","0.717949","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2019","2019","23014","Food price inflation","7012","December","%","-1.323829","Fc","Calculated data",""
"CP","Consumer Price Indices","368","Iraq","2020","2020","23014","Food price inflation","7012","December","%","0.103199","Fc","Calculated data",""
"CP","Consumer Price Indices","376","Israel","2001","2001","23014","Food price inflation","7001","January","%","1.5361","Fc","Calculated data",""
"CP","Consumer Price Indices","376","Israel","2002","2002","23014","Food price inflation","7001","January","%","2.874426","Fc","Calculated data",""
"CP","Consumer Price Indices","376","Israel","2003","2003","23014","Food price inflation","7001","January","%","2.352937","Fc","Calculated data",""
