Domain Code,Domain,Area Code (M49),Area,Year Code,Year,Item Code,Item,Months Code,Months,Unit,Value,Flag,Flag Description,Note
"CP","Consumer Price Indices","356","India","2015","2015","23014","Food price inflation","7007","July","%","2.806736","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2016","2016","23014","Food price inflation","7007","July","%","7.956318","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2017","2017","23014","Food price inflation","7007","July","%","0.433526","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2018","2018","23014","Food price inflation","7007","July","%","1.726619","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2019","2019","23014","Food price inflation","7007","July","%","2.333805","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2020","2020","23014","Food price inflation","7007","July","%","8.500346","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2021","2021","23014","Food price inflation","7007","July","%","4.458599","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2001","2001","23014","Food price inflation","7008","August","%","7.198583","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2002","2002","23014","Food price inflation","7008","August","%","9.001157","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2003","2003","23014","Food price inflation","7008","August","%","9.05173","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2004","2004","23014","Food price inflation","7008","August","%","10.008484","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2005","2005","23014","Food price inflation","7008","August","%","8.676371","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2006","2006","23014","Food price inflation","7008","August","%","6.228157","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2007","2007","23014","Food price inflation","7008","August","%","4.198952","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2008","2008","23014","Food price inflation","7008","August","%","3.990034","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2009","2009","23014","Food price inflation","7008","August","%","3.697461","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2010","2010","23014","Food price inflation","7008","August","%","3.010549","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2011","2011","23014","Food price inflation","7008","August","%","5.200272","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2012","2012","23014","Food price inflation","7008","August","%","11.625404","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2013","2013","23014","Food price inflation","7008","August","%","12.43973","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2014","2014","23014","Food price inflation","7008","August","%","8.576329","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2015","2015","23014","Food price inflation","7008","August","%","2.922591","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2016","2016","23014","Food price inflation","7008","August","%","5.832694","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2017","2017","23014","Food price inflation","7008","August","%","1.957941","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2018","2018","23014","Food price inflation","7008","August","%","0.782361","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2019","2019","23014","Food price inflation","7008","August","%","2.964008","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2020","2020","23014","Food price inflation","7008","August","%","8.293352","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2021","2021","23014","Food price inflation","7008","August","%","3.734177","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2001","2001","23014","Food price inflation","7009","September","%","9.705851","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2002","2002","23014","Food price inflation","7009","September","%","9.697686","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2003","2003","23014","Food price inflation","7009","September","%","10.659577","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2004","2004","23014","Food price inflation","7009","September","%","9.186434","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2005","2005","23014","Food price inflation","7009","September","%","6.56349","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2006","2006","23014","Food price inflation","7009","September","%","4.411106","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2007","2007","23014","Food price inflation","7009","September","%","4.183115","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2008","2008","23014","Food price inflation","7009","September","%","3.8692","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2009","2009","23014","Food price inflation","7009","September","%","3.145173","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2010","2010","23014","Food price inflation","7009","September","%","3.391633","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2011","2011","23014","Food price inflation","7009","September","%","7.646105","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2012","2012","23014","Food price inflation","7009","September","%","10.615711","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2013","2013","23014","Food price inflation","7009","September","%","13.53167","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2014","2014","23014","Food price inflation","7009","September","%","6.339814","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2015","2015","23014","Food price inflation","7009","September","%","4.292528","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2016","2016","23014","Food price inflation","7009","September","%","4.115854","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2017","2017","23014","Food price inflation","7009","September","%","1.756955","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2018","2018","23014","Food price inflation","7009","September","%","1.007194","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2019","2019","23014","Food price inflation","7009","September","%","4.700855","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2020","2020","23014","Food price inflation","7009","September","%","9.795918","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2021","2021","23014","Food price inflation","7009","September","%","1.610905","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2001","2001","23014","Food price inflation","7010","October","%","10.442923","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2002","2002","23014","Food price inflation","7010","October","%","11.401276","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2003","2003","23014","Food price inflation","7010","October","%","9.760213","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2004","2004","23014","Food price inflation","7010","October","%","6.936987","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2005","2005","23014","Food price inflation","7010","October","%","4.645838","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2006","2006","23014","Food price inflation","7010","October","%","4.395832","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2007","2007","23014","Food price inflation","7010","October","%","4.057669","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2008","2008","23014","Food price inflation","7010","October","%","3.292401","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2009","2009","23014","Food price inflation","7010","October","%","3.545337","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2010","2010","23014","Food price inflation","7010","October","%","4.047979","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2011","2011","23014","Food price inflation","7010","October","%","9.247179","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2012","2012","23014","Food price inflation","7010","October","%","9.758657","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2013","2013","23014","Food price inflation","7010","October","%","14.913958","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2014","2014","23014","Food price inflation","7010","October","%","4.326123","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2015","2015","23014","Food price inflation","7010","October","%","5.342903","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2016","2016","23014","Food price inflation","7010","October","%","3.709311","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2017","2017","23014","Food price inflation","7010","October","%","2.262774","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2018","2018","23014","Food price inflation","7010","October","%","-0.142755","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2019","2019","23014","Food price inflation","7010","October","%","6.933524","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2020","2020","23014","Food price inflation","7010","October","%","10.093583","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2001","2001","23014","Food price inflation","7011","November","%","12.25391","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2002","2002","23014","Food price inflation","7011","November","%","10.410443","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2003","2003","23014","Food price inflation","7011","November","%","7.355558","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2004","2004","23014","Food price inflation","7011","November","%","4.906956","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2005","2005","23014","Food price inflation","7011","November","%","4.631342","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2006","2006","23014","Food price inflation","7011","November","%","4.26544","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2007","2007","23014","Food price inflation","7011","November","%","3.45409","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2008","2008","23014","Food price inflation","7011","November","%","3.713634","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2009","2009","23014","Food price inflation","7011","November","%","4.233256","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2010","2010","23014","Food price inflation","7011","November","%","5.443881","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2011","2011","23014","Food price inflation","7011","November","%","7.929479","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2012","2012","23014","Food price inflation","7011","November","%","10.515247","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2013","2013","23014","Food price inflation","7011","November","%","16.650809","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2014","2014","23014","Food price inflation","7011","November","%","2.039152","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2015","2015","23014","Food price inflation","7011","November","%","6.07514","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2016","2016","23014","Food price inflation","7011","November","%","2.56217","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2017","2017","23014","Food price inflation","7011","November","%","4.408523","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2018","2018","23014","Food price inflation","7011","November","%","-1.688951","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2019","2019","23014","Food price inflation","7011","November","%","8.732999","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2020","2020","23014","Food price inflation","7011","November","%","8.887426","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2001","2001","23014","Food price inflation","7012","December","%","11.153494","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2002","2002","23014","Food price inflation","7012","December","%","7.827884","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2003","2003","23014","Food price inflation","7012","December","%","5.199174","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2004","2004","23014","Food price inflation","7012","December","%","4.893516","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2005","2005","23014","Food price inflation","7012","December","%","4.495636","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2006","2006","23014","Food price inflation","7012","December","%","3.632479","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2007","2007","23014","Food price inflation","7012","December","%","3.898705","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2008","2008","23014","Food price inflation","7012","December","%","4.436307","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2009","2009","23014","Food price inflation","7012","December","%","5.693908","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2010","2010","23014","Food price inflation","7012","December","%","5.905067","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2011","2011","23014","Food price inflation","7012","December","%","4.6627","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2012","2012","23014","Food price inflation","7012","December","%","12.179487","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2013","2013","23014","Food price inflation","7012","December","%","12.761905","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2014","2014","23014","Food price inflation","7012","December","%","4.391892","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2015","2015","23014","Food price inflation","7012","December","%","6.31068","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2016","2016","23014","Food price inflation","7012","December","%","1.978691","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2017","2017","23014","Food price inflation","7012","December","%","4.850746","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2018","2018","23014","Food price inflation","7012","December","%","-1.637011","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2019","2019","23014","Food price inflation","7012","December","%","12.156295","Fc","Calculated data",""
"CP","Consumer Price Indices","356","India","2020","2020","23014","Food price inflation","7012","December","%","3.870968","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2001","2001","23014","Food price inflation","7001","January","%","11.465794","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2002","2002","23014","Food price inflation","7001","January","%","7.452945","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2003","2003","23014","Food price inflation","7001","January","%","16.452418","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2004","2004","23014","Food price inflation","7001","January","%","17.221301","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2005","2005","23014","Food price inflation","7001","January","%","15.540901","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2006","2006","23014","Food price inflation","7001","January","%","5.737705","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2007","2007","23014","Food price inflation","7001","January","%","23.255814","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2008","2008","23014","Food price inflation","7001","January","%","18.238994","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2009","2009","23014","Food price inflation","7001","January","%","26.595745","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2010","2010","23014","Food price inflation","7001","January","%","7.983193","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2011","2011","23014","Food price inflation","7001","January","%","25.291829","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2012","2012","23014","Food price inflation","7001","January","%","22.30121","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2013","2013","23014","Food price inflation","7001","January","%","48.93706","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2014","2014","23014","Food price inflation","7001","January","%","37.956794","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2015","2015","23014","Food price inflation","7001","January","%","10.055451","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2016","2016","23014","Food price inflation","7001","January","%","7.52742","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2017","2017","23014","Food price inflation","7001","January","%","7.39482","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2018","2018","23014","Food price inflation","7001","January","%","12.066412","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2019","2019","23014","Food price inflation","7001","January","%","56.06989","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2020","2020","23014","Food price inflation","7001","January","%","24.483813","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2021","2021","23014","Food price inflation","7001","January","%","60.026798","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2001","2001","23014","Food price inflation","7002","February","%","10.97956","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2002","2002","23014","Food price inflation","7002","February","%","8.30314","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2003","2003","23014","Food price inflation","7002","February","%","16.578385","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2004","2004","23014","Food price inflation","7002","February","%","16.779593","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2005","2005","23014","Food price inflation","7002","February","%","17.129564","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2006","2006","23014","Food price inflation","7002","February","%","5.6","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2007","2007","23014","Food price inflation","7002","February","%","22.727273","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2008","2008","23014","Food price inflation","7002","February","%","20.987654","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2009","2009","23014","Food price inflation","7002","February","%","19.387755","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2010","2010","23014","Food price inflation","7002","February","%","11.111111","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2011","2011","23014","Food price inflation","7002","February","%","26.538462","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2012","2012","23014","Food price inflation","7002","February","%","25.60975","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2013","2013","23014","Food price inflation","7002","February","%","51.900154","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2014","2014","23014","Food price inflation","7002","February","%","28.397944","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2015","2015","23014","Food price inflation","7002","February","%","9.958636","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2016","2016","23014","Food price inflation","7002","February","%","7.452608","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2017","2017","23014","Food price inflation","7002","February","%","9.59419","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2018","2018","23014","Food price inflation","7002","February","%","10.783749","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2019","2019","23014","Food price inflation","7002","February","%","62.779872","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2020","2020","23014","Food price inflation","7002","February","%","19.971421","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2021","2021","23014","Food price inflation","7002","February","%","67.139061","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2001","2001","23014","Food price inflation","7003","March","%","10.502738","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2002","2002","23014","Food price inflation","7003","March","%","9.144144","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2003","2003","23014","Food price inflation","7003","March","%","16.701059","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2004","2004","23014","Food price inflation","7003","March","%","16.350348","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2005","2005","23014","Food price inflation","7003","March","%","20.539415","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2006","2006","23014","Food price inflation","7003","March","%","4.615385","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2007","2007","23014","Food price inflation","7003","March","%","21.323529","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2008","2008","23014","Food price inflation","7003","March","%","24.242424","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2009","2009","23014","Food price inflation","7003","March","%","14.634146","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2010","2010","23014","Food price inflation","7003","March","%","14.468085","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2011","2011","23014","Food price inflation","7003","March","%","25.650558","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2012","2012","23014","Food price inflation","7003","March","%","28.345202","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2013","2013","23014","Food price inflation","7003","March","%","53.750939","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2014","2014","23014","Food price inflation","7003","March","%","21.905155","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2015","2015","23014","Food price inflation","7003","March","%","9.552752","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2016","2016","23014","Food price inflation","7003","March","%","7.006717","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2017","2017","23014","Food price inflation","7003","March","%","14.183998","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2018","2018","23014","Food price inflation","7003","March","%","6.288348","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2019","2019","23014","Food price inflation","7003","March","%","73.235262","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2020","2020","23014","Food price inflation","7003","March","%","14.720559","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2021","2021","23014","Food price inflation","7003","March","%","67.07264","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2001","2001","23014","Food price inflation","7004","April","%","10.035057","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2002","2002","23014","Food price inflation","7004","April","%","9.976105","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2003","2003","23014","Food price inflation","7004","April","%","16.820569","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2004","2004","23014","Food price inflation","7004","April","%","15.956816","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2005","2005","23014","Food price inflation","7004","April","%","31.192661","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2006","2006","23014","Food price inflation","7004","April","%","-4.195804","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2007","2007","23014","Food price inflation","7004","April","%","24.817518","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2008","2008","23014","Food price inflation","7004","April","%","28.070175","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2009","2009","23014","Food price inflation","7004","April","%","10.045662","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2010","2010","23014","Food price inflation","7004","April","%","14.107884","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2011","2011","23014","Food price inflation","7004","April","%","19.728615","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2012","2012","23014","Food price inflation","7004","April","%","36.349898","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2013","2013","23014","Food price inflation","7004","April","%","59.040554","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2014","2014","23014","Food price inflation","7004","April","%","15.903802","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2015","2015","23014","Food price inflation","7004","April","%","10.014957","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2016","2016","23014","Food price inflation","7004","April","%","4.585691","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2017","2017","23014","Food price inflation","7004","April","%","17.463447","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2018","2018","23014","Food price inflation","7004","April","%","5.864185","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2019","2019","23014","Food price inflation","7004","April","%","84.453033","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2020","2020","23014","Food price inflation","7004","April","%","10.714286","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2021","2021","23014","Food price inflation","7004","April","%","63.482217","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2001","2001","23014","Food price inflation","7005","May","%","9.576257","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2002","2002","23014","Food price inflation","7005","May","%","10.799168","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2003","2003","23014","Food price inflation","7005","May","%","16.937034","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2004","2004","23014","Food price inflation","7005","May","%","16.464396","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2005","2005","23014","Food price inflation","7005","May","%","22.522523","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2006","2006","23014","Food price inflation","7005","May","%","2.205882","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2007","2007","23014","Food price inflation","7005","May","%","22.302158","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2008","2008","23014","Food price inflation","7005","May","%","30.588235","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2009","2009","23014","Food price inflation","7005","May","%","12.162162","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2010","2010","23014","Food price inflation","7005","May","%","10.040161","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2011","2011","23014","Food price inflation","7005","May","%","24.779825","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2012","2012","23014","Food price inflation","7005","May","%","34.972658","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2013","2013","23014","Food price inflation","7005","May","%","55.415671","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2014","2014","23014","Food price inflation","7005","May","%","10.816898","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2015","2015","23014","Food price inflation","7005","May","%","14.830894","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2016","2016","23014","Food price inflation","7005","May","%","3.933052","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2017","2017","23014","Food price inflation","7005","May","%","16.447507","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2018","2018","23014","Food price inflation","7005","May","%","7.964545","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2019","2019","23014","Food price inflation","7005","May","%","81.716179","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2020","2020","23014","Food price inflation","7005","May","%","11.952007","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2021","2021","23014","Food price inflation","7005","May","%","61.500412","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2001","2001","23014","Food price inflation","7006","June","%","9.126088","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2002","2002","23014","Food price inflation","7006","June","%","11.613475","Fc","Calculated data",""
"CP","Consumer Price Indices","364","Iran (Islamic Republic of)","2003","2003","23014","Food price inflation","7006","June","%","17.050569","Fc","Calculated data",""
